stop_name,stop_lat,location_type,stop_lon,stop_id,parent_station
Sar Bet,8.9924619,0,38.7392871,node/10755917241,
Kera,8.9859671,0,38.7469304,node/10755917242,
Kera,8.9900132,0,38.7418629,node/10755917243,
Sar Bet,8.995096,0,38.7376124,node/10755917244,
karl Square,8.9973975,0,38.7309965,node/10755917245,
karl Square,8.9970773,0,38.7302642,node/10755917246,
Bisrate Gebrael,8.9927368,0,38.7268512,node/10755917247,
Bisrate Gebrael,8.9914228,0,38.7255644,node/10755917248,
Bisrate Gebrael,8.9888937,0,38.7226976,node/10755917249,
Total 3 Kuter Mazoria,8.9922875,0,38.7175917,node/10755917250,
kality Meneharia,8.8967652,0,38.7708737,node/10766121857,
kality Maseltegna,8.9319554,0,38.7669453,node/10766121859,
Kadisco Roundabout,8.9632423,0,38.7668102,node/10766121860,
Bole Mickael,8.9816305,0,38.7761571,node/10766121861,
Bole Printing Press,8.9966149,0,38.7721247,node/10766121862,
Flamingo,9.0100526,0,38.7634141,node/10766121863,
St. Estifanos,9.0125659,0,38.7626278,node/10766121864,
4 Kilo (Menlik),9.035146,0,38.7629874,node/10766121865,
4 Kilo (Menlik),9.0352952,0,38.7631121,node/10766121866,
Place Parking (Gibi Gebriel),9.0214342,0,38.7641345,node/10766121867,
Flamingo,9.01014,0,38.7636218,node/10766121868,
Wollo Sefer,8.9944147,0,38.7743234,node/10766121869,
Bole Mikael,8.9812653,0,38.7761469,node/10766121871,
Mamo (Nifas Silk),8.9737518,0,38.765481,node/10766121872,
kality Maseltegna,8.9321192,0,38.7670877,node/10766121873,
kality Meneharia,8.8957067,0,38.7721261,node/10766121874,
Olympia,9.0056744,0,38.7674734,node/10766454593,
Bole Roundabout,8.9867247,0,38.7908923,node/10766454594,
African Union,9.003043,0,38.7411322,node/10768858718,
Autobis Tera,9.0296176,0,38.7370362,node/10768858719,
Guenet Hotel (Orbis),9.0026517,0,38.7470064,node/10768858720,
German Square,8.9651822,0,38.7340469,node/10768858723,
Lamberet Menaheria,9.0239162,0,38.8198728,node/10781643820,
Arat Kilo,9.0322896,0,38.7650098,node/10781643821,
4 kilo (Children Theatre),9.0328365,0,38.7666152,node/10781643822,
Bel Air,9.0325481,0,38.7736753,node/10781643823,
Kebena,9.0344084,0,38.7768069,node/10781643824,
Kokebe Tsebah (Kebena),9.0350794,0,38.7794124,node/10781643825,
Kenya Embassy (Kebena),9.0324942,0,38.7823515,node/10781643826,
British Embassy,9.0309005,0,38.785575,node/10781643827,
Abebe Sook,9.0289673,0,38.7888226,node/10781643828,
Shola (Yeka Court),9.0251295,0,38.7947497,node/10781643829,
Shola Abyssinia Bank,9.0232585,0,38.7984062,node/10781643830,
Megenagna (Marathon Motors),9.0224046,0,38.7997354,node/10781643831,
Megenagna,9.0208971,0,38.8010368,node/10781643832,
Megenagna (Israel Embassy),9.0208722,0,38.8048559,node/10781643833,
Lamberet Menaheria,9.0240444,0,38.8199227,node/10781643834,
Kotebe,9.0297042,0,38.836729,node/10781643835,
Kotebe,9.0304539,0,38.8385612,node/10781643836,
Kotebe Teachers College,9.0348007,0,38.8490303,node/10781643837,
Kotebe Gebriel,9.0363204,0,38.8553365,node/10781643838,
Kotebe Gebriel,9.0358505,0,38.8541265,node/10781643839,
Wessen Grocery,9.032918,0,38.8443436,node/10781643840,
Kara,9.0407203,0,38.8648947,node/10781643841,
Kara,9.0411416,0,38.8653607,node/10781643842,
Abebe Sook,9.0287927,0,38.788672,node/10781844855,
British Embassy,9.0313214,0,38.7843424,node/10781844856,
5 Kilo St. Mary,9.038677,0,38.7623866,node/10781844857,
6 Kilo University,9.0462129,0,38.7614003,node/10781844858,
6 Kilo University,9.0462072,0,38.7615945,node/10781844859,
6 Kilo (Lion Zoo),9.0430896,0,38.7615002,node/10781844860,
Kenya Embassy (Kebena),9.032679,0,38.7826601,node/10781844861,
Shola (Yeka Court),9.0250431,0,38.7953847,node/10781844862,
Megenagna (Marathon Motors),9.0225097,0,38.7998471,node/10781844863,
Yeka 03,9.0381854,0,38.8773834,node/10823916391,
Sefera Atkilt Tera,8.931276,0,38.7341685,node/10842065101,
kality Maseltegna,8.9358559,0,38.7646885,node/10842065103,
Bulgaria,8.9948043,0,38.7478806,node/10842065104,
Kality Customs,8.9379429,0,38.7628904,node/10842129005,
Germen Square,8.9644696,0,38.7330813,node/10842129006,
Hana Mariam,8.93579,0,38.7441345,node/10842129008,
Gomista,8.9373819,0,38.7703639,node/10842129009,
Nigd bank,8.948706,0,38.780123,node/10842129010,
kality Maseltegna,8.9342123,0,38.7642814,node/10842129011,
Kadisco,8.9310906,0,38.7585214,node/10842129012,
Adey abeba,8.9582797,0,38.7638648,node/10842129013,
Saris abo,8.9457865,0,38.7690665,node/10842129015,
Haile Garment,8.93876,0,38.7345583,node/10842129016,
Saris,8.9546992,0,38.7635479,node/10842129017,
Bole Cargo,8.9834477,0,38.7819099,node/10842129019,
Bulgaria,8.9944221,0,38.7483448,node/10842129020,
Kore,8.9482742,0,38.7765022,node/10842129021,
Saris Abo,8.9444276,0,38.7691994,node/10842129022,
Kality Menaheria,8.8973782,0,38.7704449,node/10842129023,
Sefera Square,8.9254109,0,38.7340982,node/10842129024,
Mexico,9.009032,0,38.7463895,node/10842129025,
Kality Gebriel,8.9092945,0,38.7644698,node/10842129026,
Derartu,8.8869211,0,38.7821218,node/10842129027,
Bole Cargo,8.9836884,0,38.7818039,node/10842129028,
Kality Total,8.8948904,0,38.7729402,node/10842129029,
Noc,8.9927142,0,38.748144,node/10842129030,
Lancha,8.9901397,0,38.7590821,node/10842129031,
Haile Garment,8.9375158,0,38.7359129,node/10842129032,
Agona,8.9880834,0,38.759633,node/10842129033,
kality Maseltegna,8.9336549,0,38.7646465,node/10842129034,
Mesqelegna,8.9417644,0,38.7214531,node/10842129035,
Jemo,8.9537651,0,38.6979529,node/10842129037,
Adey abeba,8.9577771,0,38.7640443,node/10842129038,
Saris Abo,8.9448318,0,38.7661797,node/10842129040,
Mebrat hayle,8.9457862,0,38.7343973,node/10842129041,
Kadisco,8.9633984,0,38.7669226,node/10842129042,
Hana Mariam,8.9356798,0,38.7453864,node/10842129043,
Mamo (NFSL),8.9729895,0,38.7609585,node/10842129045,
Medhani alem,8.9490785,0,38.7785848,node/10842129046,
Mosque (Mesged),8.9047633,0,38.7660661,node/10842129047,
Kality Gebriel,8.9093265,0,38.7645559,node/10842129048,
Bole Roundabout,8.9859342,0,38.7888143,node/10842129051,
Wuhalimat,8.9295556,0,38.7681435,node/10842129052,
Hana Mariam,8.9361549,0,38.7445142,node/10842129053,
Bole Mickael,8.9797944,0,38.7719673,node/10842129054,
Sheger building,8.9192813,0,38.7635639,node/10842129055,
Yoseph,8.9705748,0,38.7668114,node/10842129056,
Bulgaria,8.9947898,0,38.7477478,node/10842129057,
Mebrathayil,8.9470316,0,38.7342346,node/10842129058,
Sefera Square,8.9250202,0,38.7346011,node/10842129059,
Tele Garage,9.0000494,0,38.758701,node/10842129060,
Mebrathayil,8.9469179,0,38.7339445,node/10842129061,
Haile garment,8.9376734,0,38.7335906,node/10842129062,
Meshualekia,9.0058652,0,38.758986,node/10842129063,
Adey abada,8.9571801,0,38.7640108,node/10842129066,
Menaheria (Zenebu Werk),8.9755358,0,38.706617,node/10842129069,
Adis sefer,8.9602509,0,38.767446,node/10842129070,
Kadisco,8.930883,0,38.758758,node/10842129071,
Bulgaria,8.993831,0,38.7478486,node/10842129072,
Kadisco,8.9661182,0,38.7627716,node/10842129073,
Bulbula,8.9517202,0,38.7861393,node/10842129074,
Kadisko,8.966096,0,38.7629867,node/10842129075,
Saris abo,8.9444437,0,38.7700795,node/10842129076,
Meshualekya,8.8758561,0,38.7874349,node/10842129077,
Agona,8.9871416,0,38.7597928,node/10842129078,
Gotera chaf,8.9771026,0,38.7595824,node/10842129079,
Saris,8.9528149,0,38.7633358,node/10842129080,
St. Joseph School,9.0106804,0,38.7593422,node/10842129082,
Kotari Condominium,8.9321621,0,38.7338312,node/10842129083,
Mamo,8.9732793,0,38.7652695,node/10842129084,
Saris Abo,8.9448603,0,38.7664084,node/10842129085,
Yosef,8.9705442,0,38.7665547,node/10842129086,
Kality Cheralia,8.9068482,0,38.7654586,node/10842129088,
Kality Cheralia,8.9066965,0,38.7653555,node/10842129089,
Lancha,8.9906489,0,38.7593009,node/10842129090,
Gomista,8.9375024,0,38.7701062,node/10842129091,
Haile Garment,8.9375082,0,38.7331196,node/10842129092,
Tele Garage,9.0001174,0,38.7584826,node/10842129093,
Selam Building,8.8840683,0,38.7767083,node/10842129094,
Medhani alem,8.9453322,0,38.7769101,node/10842129095,
Selam Building,8.8832033,0,38.7771627,node/10842129096,
Meshualekya,8.8758518,0,38.7872182,node/10842129097,
Saris,8.9531876,0,38.7635911,node/10842129098,
Germen adebabay,8.963723,0,38.7328242,node/10842129102,
Mamo (NFSL),8.972508,0,38.7607874,node/10842129103,
Kera,8.9875165,0,38.7486365,node/10842129105,
Agona,8.9867627,0,38.7599766,node/10842129106,
Saris abo,8.9446574,0,38.7701231,node/10842129107,
Kera,8.9860883,0,38.7483211,node/10842129108,
Gelan Condominium,8.8790966,0,38.7666013,node/10842129110,
Temenja yasi,8.9953066,0,38.7596133,node/10842129111,
Riche,9.0041803,0,38.7588933,node/10842129112,
Haile garment,8.9368154,0,38.7364242,node/10842129113,
Bole Mickael,8.9795749,0,38.7720906,node/10842129114,
Ayer Tena,8.9835322,0,38.6971287,node/10842129116,
Jemo,8.9537239,0,38.6977027,node/10842129117,
Land mark,9.0052072,0,38.7467544,node/10842129118,
Meskelegna,8.9411484,0,38.7218311,node/10842129119,
Haile Garment,8.9381771,0,38.7349153,node/10842129120,
Riche,9.0040548,0,38.7586909,node/10842129121,
Kore,8.9476648,0,38.7841911,node/10842129122,
Meshualekya,8.8770203,0,38.7866008,node/10842129124,
Bulbula,8.9518942,0,38.7863461,node/10842129125,
kality Maseltegna,8.9357353,0,38.7643342,node/10842129126,
Saris abo,8.9457601,0,38.7692278,node/10842129129,
Addis sefer,8.9603252,0,38.7676873,node/10842129131,
Hana mariam,8.9352291,0,38.744852,node/10842129132,
Kera,8.9866879,0,38.7484325,node/10842129133,
Gotera chaf,8.9757898,0,38.7601404,node/10842129134,
Akaki Subcity Office (Menaheria),8.8972852,0,38.770318,node/10842129135,
Condominium,8.9411922,0,38.7717099,node/10842129136,
Gelan Condominium,8.8789992,0,38.7666701,node/10842129137,
Wuhalimat,8.9295931,0,38.7683276,node/10842129139,
Mexico,9.0098761,0,38.7461882,node/10842129140,
Grand Anwar Mosque,9.0312472,0,38.7413343,node/10845731573,
Kebele 11,9.0247282,0,38.7457773,node/10845731574,
Guenet hotel,9.0028738,0,38.7468651,node/10845731575,
Lancia,8.9923344,0,38.7589891,node/10845731576,
Pepsi,8.9825134,0,38.755826,node/10845731577,
Lancia,8.9919399,0,38.7591215,node/10845731578,
Tekle Haimanot,9.0279893,0,38.7438378,node/10845731579,
Saris Abo,8.9441872,0,38.7666459,node/10845731580,
Legehar,9.0120319,0,38.7544517,node/10845731581,
Kera,8.9841589,0,38.7522272,node/10845731582,
Kality Customs,8.9380577,0,38.7631799,node/10845731583,
Gojam Berenda,9.0342603,0,38.7378007,node/10845731584,
Gojam Berenda,9.0343553,0,38.7381021,node/10845731585,
Derartu,8.8869148,0,38.7818893,node/10845731586,
Pepsi,8.9824223,0,38.7557408,node/10845731587,
Global Hotel,8.9943898,0,38.7596457,node/10845731588,
Sheger Building,8.9208636,0,38.7637542,node/10845731589,
Autobus Tera,9.0343246,0,38.734431,node/10845731590,
Guenet hotel,9.0027786,0,38.7469738,node/10845731591,
Tekle Haimanot,9.0279685,0,38.7439714,node/10845731592,
Beg Tera,8.9970419,0,38.7476261,node/10845731593,
Global Hotel,8.9943499,0,38.7598651,node/10845731594,
Kality Correctional,8.9223845,0,38.7641252,node/10845731595,
Cheralia Factory,8.9029367,0,38.7667306,node/10845731596,
Kebele 11,9.0246149,0,38.7457421,node/10845731597,
Grand Anwar Mosque,9.0310422,0,38.7414003,node/10845731598,
National Theatre,9.0165472,0,38.7526758,node/10845731599,
Saris,8.95346,0,38.767986,node/10845731601,
Beg Tera,8.9968163,0,38.7475303,node/10845731602,
Sengatera,9.014753,0,38.7468099,node/10845731603,
Mexico,9.0096228,0,38.746301,node/10845731604,
Bulgaria,8.9937615,0,38.7479845,node/10845749005,
kality Meneharia,8.8956285,0,38.7720203,node/10845840895,
Ayer Tena,8.9841307,0,38.6966586,node/10845840896,
Germen adebabay,8.9637758,0,38.7330269,node/10845840897,
Kality Total,8.8948231,0,38.7728316,node/10846106471,
Bole Bridge,8.9869946,0,38.7912092,node/10881147490,
Bole Bridge,8.9867302,0,38.7903563,node/10881147492,
Autobus Tera,9.0341009,0,38.7338003,node/10883106542,
Bajaj Tera,8.907041,0,38.7415025,node/10886135782,
Chera,8.904156,0,38.7479978,node/10886135783,
Gelan Condominium,8.8772921,0,38.7622377,node/10886135784,
Total,8.8549158,0,38.7845626,node/10886135785,
Tulu Dimtu,8.8737817,0,38.8197795,node/10886135787,
Tulu Dimtu,8.8738791,0,38.8202354,node/10886135789,
G7,8.8709574,0,38.820802,node/10886135790,
Total,8.8541896,0,38.7847209,node/10886135791,
Gelan Condominium,8.8758233,0,38.7630121,node/10886135793,
Bole Bridge,8.9906055,0,38.7928534,node/10886281950,
Bole Medhanyalem,8.9955183,0,38.7887705,node/10886281951,
Edna Mall Squar,8.9973425,0,38.7870108,node/10886281952,
Adey Ababa Stadium,9.0043569,0,38.7892817,node/10886281953,
22 Mazoria,9.0150262,0,38.7872566,node/10886281954,
22 Mazoria,9.0150056,0,38.787438,node/10886281956,
Freedom,9.0082739,0,38.7887083,node/10886281958,
Werku Building,9.0069454,0,38.7890587,node/10886281997,
Adey Ababa Stadium,9.0042976,0,38.7893444,node/10886281998,
Edna Mall Squar,8.9977034,0,38.7869491,node/10886281999,
Bole Medhanyalem,8.995948,0,38.7885714,node/10886282000,
Bole Bridge,8.9906936,0,38.7929596,node/10886282001,
22 Mazoria,9.0161537,0,38.7881236,node/10886427067,
Lem Hotel,9.017758,0,38.7950715,node/10886427068,
Megenagna,9.0198841,0,38.8019786,node/10886427069,
Gurd Shola,9.0191878,0,38.8200261,node/10886427070,
Civil Servis College,9.0218654,0,38.8345374,node/10886427071,
Yetebaberut,9.0209806,0,38.8536095,node/10886427072,
Ayat,9.0214852,0,38.8750186,node/10886427073,
Civil Servis College,9.0215577,0,38.8350083,node/10886427074,
Ayat,9.0211711,0,38.8737977,node/10886427075,
Meshageria,9.0204163,0,38.8598848,node/10886427076,
Yetebaberut,9.020619,0,38.8535182,node/10886427077,
Bole Bora Amusement,8.9907378,0,38.7941243,node/10886883544,
Megenagna,9.0185543,0,38.8016982,node/10886883546,
Anbessa Garage,9.0078296,0,38.8034449,node/10886883547,
Emperial Hotel,9.0037737,0,38.8009392,node/10886883548,
Hayat Hospital,8.9950343,0,38.7961015,node/10886883549,
Bole Bora Amusement,8.9916604,0,38.7949793,node/10886883550,
Sun shine,9.0199832,0,38.852562,node/10886991025,
Megenagna,9.0200202,0,38.8042842,node/10886991026,
Meshualekia,9.021578,0,38.841553,node/10886991027,
Safari,9.0110042,0,38.8522797,node/10886991028,
Summit,9.004015,0,38.8519977,node/10886991029,
Summit,9.004282,0,38.8517386,node/10886991031,
Safari,9.010941,0,38.8519018,node/10886991032,
Sun shine,9.0199154,0,38.8520834,node/10886991033,
Meshualekia,9.021324,0,38.8415391,node/10886991034,
Michael,9.021353,0,38.8392942,node/10886991035,
Gurd Shola,9.0187135,0,38.8211275,node/10886991036,
Hayat Hospital,8.9948468,0,38.7956759,node/10887120325,
Sport Accadamy,9.0001969,0,38.798384,node/10887120326,
Emperial Hotel,9.0027661,0,38.8000262,node/10887120327,
Mulugeta Building,9.0187177,0,38.8016319,node/10887120328,
93 Mazoria,8.9603848,0,38.7855121,node/10890083966,
Kaldisco,8.9623057,0,38.7863684,node/10890083967,
Key Afer,8.9642046,0,38.7872114,node/10890083968,
Bole Bridge,8.9901774,0,38.7938035,node/10890083969,
Key Afer,8.9642211,0,38.7873203,node/10890290096,
93 Mazoria,8.9604784,0,38.785703,node/10890290097,
Kebele,8.9581348,0,38.7875752,node/10890290098,
Anbessa Garage,9.0080412,0,38.8031745,node/10893030388,
Jacros,9.0035488,0,38.8169267,node/10893030389,
Alem Ayew Building,8.9993201,0,38.8210973,node/10893030390,
Goro,8.9923039,0,38.8283586,node/10893030392,
Goro,8.9917123,0,38.8287738,node/10893030394,
Goro School,8.9939213,0,38.8266397,node/10893030395,
Alem Ayew Building,8.9992455,0,38.8210064,node/10893030396,
Jacros,9.0035377,0,38.8166485,node/10893030397,
Sport Accadamy,8.9999982,0,38.7986195,node/10893030398,
Bole Bridge,8.9911487,0,38.7947324,node/10893030400,
Figa,9.0122741,0,38.8336594,node/10893316186,
Mesgid,9.0110639,0,38.8366122,node/10893316189,
Figa,9.0121764,0,38.8335762,node/10893316190,
Bole Mickael,8.984658,0,38.7731313,node/10898980600,
Ambasader,9.0162838,0,38.7551282,node/10898980601,
Dembel,9.0069448,0,38.7662663,node/10898980602,
Stadium,9.0123922,0,38.7586647,node/10898980603,
Metrology,9.0192676,0,38.7466456,node/10898980604,
Tikur Anbesa,9.0217285,0,38.7476072,node/10898986005,
Tikur Anbesa,9.0207753,0,38.7476005,node/10898986007,
Metrology,9.0188878,0,38.7467207,node/10898986008,
Ambasader,9.0164136,0,38.7553118,node/10898986009,
Stadium,9.011485,0,38.760062,node/10898986010,
Dembel,9.0038396,0,38.7686303,node/10898986011,
Bole Printing Press,8.9979213,0,38.7717243,node/10898986012,
Bole Mickael,8.9849144,0,38.7734946,node/10898986014,
Cinema Ras,9.0318094,0,38.7413697,node/10899009892,
Cinema Ras,9.0317766,0,38.7414723,node/10899009893,
Rwanda,8.992509,0,38.7781683,node/10899150564,
Shewa Dabo,9.0017627,0,38.7693116,node/10899150565,
St. Estifanos Church,9.0120704,0,38.7626611,node/10899150566,
Piassa Arada,9.0321752,0,38.7511048,node/10899150567,
Piassa Arada,9.0330229,0,38.7525581,node/10899150568,
Tewodros Square,9.0264157,0,38.7517894,node/10899150569,
Tikur Anbesa,9.0210948,0,38.7522625,node/10899150570,
Post Office,9.019064,0,38.7529153,node/10899150571,
Ghion Hotel,9.0138467,0,38.7576138,node/10899150572,
Bole Bridge,8.9885561,0,38.7897689,node/10899278324,
Friendship Building,8.9908062,0,38.7840796,node/10899278325,
Rwanda,8.9923825,0,38.7798445,node/10899278326,
Friendship Building,8.9908613,0,38.7844715,node/10899278327,
Bole Bridge,8.9887169,0,38.7898626,node/10899278328,
Anbessa Garage,9.0084115,0,38.8038533,node/10899524535,
Condominium - Gerji Mebrat hayle,9.0049309,0,38.8100683,node/10899524536,
Gerji Mebrat hayle,9.0036683,0,38.814209,node/10899524537,
Goro,8.9913434,0,38.8294024,node/10899524538,
kilinto Right,8.900477,0,38.815561,node/10899524539,
Tulu Dimtu,8.875391,0,38.8197599,node/10899524540,
kilinto Right,8.900461,0,38.8150743,node/10899524542,
Goro,8.9912832,0,38.8292469,node/10899524543,
Gerji Mebrat hayle,9.0035919,0,38.8134376,node/10899524544,
Condominium - Gerji Mebrat hayle,9.0050654,0,38.8095948,node/10899524545,
Anbessa Garage,9.0071868,0,38.8055809,node/10899524547,
Mesgid,9.011198,0,38.8364067,node/10899590290,
Saint Georgis,8.994461,0,38.8518486,node/10899590291,
Saint Georgis,8.994389,0,38.8515329,node/10899590293,
Mebrathile,8.9493529,0,38.7332958,node/10899652823,
Gebriel Bridge,8.9556186,0,38.7324445,node/10899652824,
Mickael Bridge,8.965384,0,38.7273491,node/10899652825,
Zenebewerk,8.9727473,0,38.7121031,node/10899652826,
Chaina Camp,8.975714,0,38.7055213,node/10899652827,
Ayer Tena,8.981635,0,38.6982059,node/10899652829,
Haile Garment,8.9385233,0,38.7348966,node/10901428140,
Sefera,8.9201595,0,38.7353205,node/10901428141,
Sefera Atkilt Tera,8.9311784,0,38.7337094,node/10901428142,
Sefera,8.9208099,0,38.734667,node/10901428143,
Mesalemia,8.8870433,0,38.7519617,node/10901522017,
Chera Medhanilem,8.9032086,0,38.7484085,node/10901522018,
Haile Garment,8.935726,0,38.7346387,node/10901522020,
Chera Medhanilem,8.9034769,0,38.7491293,node/10901522021,
Mesalemia,8.8871115,0,38.7524365,node/10901522022,
Saris,8.9530332,0,38.7629397,node/10901643508,
58 Mazoria,8.9431476,0,38.7540078,node/10901643510,
Kidane Mihret Stebel,8.9405222,0,38.7500946,node/10901643511,
Mexico,9.0084289,0,38.7447143,node/10902267327,
Mexico,9.0084377,0,38.7448728,node/10902267330,
AU (Mikael) Rounrdabout,8.9990666,0,38.7393711,node/10902267332,
AU (Mikael) Rounrdabout,8.9990162,0,38.7395668,node/10902267333,
Sar Bet,8.9923567,0,38.7381301,node/10902267334,
Sar Bet,8.9923453,0,38.7383324,node/10902267335,
Abo Mazoria,8.9822679,0,38.7342938,node/10902267336,
Abo Mazoria,8.9823292,0,38.7344209,node/10902267337,
Mekanisa,8.9729293,0,38.7311351,node/10902267338,
Mekanisa,8.9728812,0,38.7312498,node/10902267339,
Gebriel Bridge,8.9555964,0,38.732719,node/10902267340,
58 Mazoria,8.9432326,0,38.7539257,node/10903393900,
Varnelo Squer,8.9487486,0,38.7267004,node/10903398373,
Jemmo 1,8.9594798,0,38.7117668,node/10903398374,
Jemmo 1,8.9585188,0,38.712128,node/10903398375,
Jemmo Medhanialem,8.9524535,0,38.7161087,node/10903398376,
Jemmo Medhanialem,8.9525568,0,38.7162235,node/10903398377,
Kebele,8.9490672,0,38.7221583,node/10903398378,
Kebele,8.9491872,0,38.7221797,node/10903398379,
Varnelo Squer,8.9488837,0,38.7267159,node/10903398380,
Sar Bet,8.9951163,0,38.7373285,node/10904734315,
Austria Embassy,8.9936468,0,38.7276618,node/10904734316,
Total 3 Kuter Mazoria,8.9922476,0,38.7177291,node/10904734318,
Autobus Tera,9.0330017,0,38.7322404,node/10905160356,
Autobus Tera,9.033026,0,38.7323851,node/10905160357,
Sebategna,9.0282768,0,38.7329553,node/10905160358,
Sebategna,9.0283274,0,38.7331326,node/10905160359,
Abenet,9.021201,0,38.7333187,node/10905160360,
Abenet,9.0196344,0,38.7335682,node/10905160361,
Darmar,9.0158211,0,38.7346366,node/10905160362,
Darmar,9.0154497,0,38.7347971,node/10905160363,
Lideta Condominium,9.0133778,0,38.7343382,node/10905160364,
Lideta Condominium,9.0133623,0,38.7345056,node/10905160365,
Dessie Hotel,9.0094187,0,38.7337879,node/10905160366,
Dessie Hotel,9.0093029,0,38.7339331,node/10905160367,
Lideta,9.0046165,0,38.7337058,node/10905160368,
Lideta,9.0041332,0,38.7338158,node/10905160369,
AU (Mikael) Rounrdabout,9.0001611,0,38.7393722,node/10905160370,
AU (Mikael) Rounrdabout,8.9999889,0,38.7400667,node/10905160371,
Kera,8.9839514,0,38.7518897,node/10905641592,
Jemmo 1,8.9606229,0,38.7123799,node/10905771998,
Jemmo Mickael,8.9688439,0,38.7216431,node/10905771999,
Metrology,9.0192423,0,38.7468034,node/10905772000,
karl Square,8.9969985,0,38.7304143,node/10905772001,
Bisrate Gebrael,8.9883364,0,38.7227062,node/10905772002,
Jemmo Mickael,8.9687533,0,38.7218663,node/10905772003,
Jemmo 1,8.9604031,0,38.7124299,node/10905772004,
Noc,8.9493317,0,38.6701812,node/10905866700,
Alem Gena,8.9339514,0,38.6639521,node/10905876026,
Alem Gena,8.933851,0,38.6640124,node/10905876027,
Noc,8.9493415,0,38.670031,node/10905876029,
Jemmo 3 Squer,8.9538566,0,38.6965362,node/10905876030,
Jemmo 3 Squer,8.9552123,0,38.697557,node/10905876031,
Post Office,9.0220649,0,38.7520387,node/10905982178,
Germen Square,8.9652918,0,38.732839,node/10905982179,
Germen Square,8.9664306,0,38.7325545,node/10905982180,
Gofa,8.9717027,0,38.7418952,node/10906020778,
Gofa,8.9716231,0,38.7419996,node/10906020779,
Ayer Tena,8.9816221,0,38.6979766,node/10906074341,
Germen Square,8.9644965,0,38.7320917,node/10906074342,
Germen Square,8.9646595,0,38.732112,node/10906074343,
Mesked,8.9883474,0,38.6922537,node/10907679395,
Kidane Mihret,8.9913753,0,38.6892908,node/10907679396,
Tropical,8.9958978,0,38.683541,node/10907679398,
Alem Bank,9.0003808,0,38.677926,node/10907679399,
Alem Bank,9.0010321,0,38.6776565,node/10907679400,
Tropical,8.9957016,0,38.6841485,node/10907679401,
Kidane Mihret,8.9915373,0,38.689491,node/10907679402,
Mesked,8.9884696,0,38.6925125,node/10907679403,
Chaina Camp,8.9757717,0,38.7060819,node/10907679404,
Zenebewerk,8.9730472,0,38.7121867,node/10907725405,
Mickael Bridge,8.9655559,0,38.7275949,node/10907725406,
Germen Square,8.9648278,0,38.7333383,node/10907781477,
Kera,8.9844811,0,38.7500865,node/10907781478,
Kera,8.9842955,0,38.750364,node/10907781479,
Gofa Gebriel,8.9770976,0,38.7490157,node/10907781480,
Gofa Gebriel,8.9770919,0,38.7491174,node/10907781481,
Mekanisa Abo,8.9832814,0,38.7343726,node/10908143594,
Mekanisa Abo,8.9830621,0,38.7341531,node/10908143595,
Mexico,9.0088673,0,38.7440188,node/10908143596,
Mexico,9.0088181,0,38.7438,node/10908143597,
Tewodros Square,9.0263912,0,38.7516402,node/10908191497,
Mekanisa,8.9739466,0,38.7321651,node/10908191498,
Mekanisa,8.9738507,0,38.7322539,node/10908191499,
Post Office,9.0187971,0,38.7524753,node/10908191500,
Mebrathile,8.9493572,0,38.7334477,node/10908661149,
Coca Cola,9.0159317,0,38.729496,node/10909186645,
Merab Hotel,9.0294352,0,38.735361,node/10909186646,
Abenet,9.0213907,0,38.7334955,node/10909186647,
Merab Hotel,9.0293588,0,38.7353749,node/10909186648,
Kolfe Keranyo,9.016555,0,38.7180312,node/10909186649,
Holand,9.0203575,0,38.7159578,node/10909186650,
Holand,9.0204824,0,38.7162551,node/10909186651,
Kolfe Keranyo,9.017036,0,38.7176312,node/10909186652,
Kolfe Keranyo,9.0171583,0,38.7179346,node/10909186653,
Torhayloch,9.0122446,0,38.7202541,node/10909186654,
Torhayloch,9.0120497,0,38.7202419,node/10909186655,
Keranio Mewcha,9.0134653,0,38.7097752,node/10909186657,
Keranio Mewcha,9.0133225,0,38.7097861,node/10909186658,
Mewcha,9.0140592,0,38.7049946,node/10909186659,
Mewcha,9.0139288,0,38.7050058,node/10909186660,
Mendida,9.0153041,0,38.699427,node/10909186661,
Mendida,9.0151509,0,38.6995858,node/10909186662,
Betel,9.0037697,0,38.6937692,node/10909186663,
Betel,9.0036921,0,38.6937746,node/10909186664,
Alem Bank,9.0017481,0,38.6775777,node/10909186665,
Alem Bank,9.0016995,0,38.677633,node/10909186666,
Zenebewerk,8.9868549,0,38.7080844,node/10911198617,
Zenebewerk,8.9867824,0,38.7081829,node/10911198618,
Ayer Tena,8.9838764,0,38.6960194,node/10911198619,
Mexico Shebelle Hotel,9.0114518,0,38.7446969,node/10911242345,
Mexico Shebelle Hotel,9.0114526,0,38.7445773,node/10911242346,
Lideta,9.0117415,0,38.7336365,node/10911242347,
Lideta,9.0115482,0,38.7336469,node/10911242348,
Alem Bank,9.001869,0,38.6772002,node/10911242349,
Alem Bank,9.0018954,0,38.6769434,node/10911242350,
Ayer Tena,8.9834957,0,38.7007283,node/10911695404,
Betel,9.0044227,0,38.6943792,node/10911717876,
Betel,9.0043775,0,38.6941796,node/10911717877,
Ayer Tena,8.9831049,0,38.6982237,node/10911725505,
Zenebewerk,8.9879977,0,38.7080303,node/10912835918,
Zenebewerk,8.9880219,0,38.7079594,node/10912835920,
